"Strain.x" "Assembly" "ID" "Biosample.number" "year" "State." "Lab." "Quarter" "Instrument" "Plate" "sample.ID." "specific.host" "collection.source.original" "collection.source...cleaned." "collection.source.....grouped." "organism." "SAL.Serotype" "Amikacin.symbol" "Amikacin.MIC" "Amikacin.INT" "Amoxicillin.symbol" "Amoxicillin.MIC" "Amoxicillin.INT" "Amoxicillin.Clavulanic.Acid.symbol" "Amoxicillin.Clavulanic.Acid.MIC" "Amoxicillin.Clavulanic.Acid.INT" "Ampicillin.symbol" "Ampicillin.MIC" "Ampicillin.INT" "Apramycin.symbol" "Apramycin.MIC" "Apramycin.INT" "Azithromycin.symbol" "Azithromycin.MIC" "Azithromycin.INT" "Benzylpenicillin.symbol" "Benzylpenicillin.MIC" "Benzylpenicillin.INT" "Cefalexin.symbol" "Cefalexin.MIC" "Cefalexin.INT" "Cefalotin.symbol" "Cefalotin.MIC" "Cefalotin.INT" "Cefazolin.symbol" "Cefazolin.MIC" "Cefazolin.INT" "Cefotaxime.symbol" "Cefotaxime.MIC" "Cefotaxime.INT" "Cefotaxime.clavulanate.symbol" "Cefotaxime.clavulanate.MIC" "Cefotaxime.clavulanate.INT" "Cefovecin.symbol" "Cefovecin.MIC" "Cefovecin.INT" "Cefoxitin.symbol" "Cefoxitin.MIC" "Cefoxitin.INT" "Cefpodoxime.symbol" "Cefpodoxime.MIC" "Cefpodoxime.INT" "Ceftazidime.symbol" "Ceftazidime.MIC" "Ceftazidime.INT" "Ceftiofur.symbol" "Ceftiofur.MIC" "Ceftiofur.INT" "Ceftriaxone.symbol" "Ceftriaxone.MIC" "Ceftriaxone.INT" "Cephalexin.symbol" "Cephalexin.MIC" "Cephalexin.INT" "Cephalothin.symbol" "Cephalothin.MIC" "Cephalothin.INT" "Chloramphenicol.symbol" "Chloramphenicol.MIC" "Chloramphenicol.INT" "Chlortetracycline.symbol" "Chlortetracycline.MIC" "Chlortetracycline.INT" "Ciprofloxacin.symbol" "Ciprofloxacin.MIC" "Ciprofloxacin.INT" "Clarithromycin.symbol" "Clarithromycin.MIC" "Clarithromycin.INT" "Clindamycin.symbol" "Clindamycin.MIC" "Clindamycin.INT" "Danofloxacin.symbol" "Danofloxacin.MIC" "Danofloxacin.INT" "Doxycycline.symbol" "Doxycycline.MIC" "Doxycycline.INT" "Enrofloxacin.symbol" "Enrofloxacin.MIC" "Enrofloxacin.INT" "Erythromycin.symbol" "Erythromycin.MIC" "Erythromycin.INT" "Florfenicol.symbol" "Florfenicol.MIC" "Florfenicol.INT" "Fusidic.Acid.symbol" "Fusidic.Acid.MIC" "Fusidic.Acid.INT" "Gentamicin.symbol" "Gentamicin.MIC" "Gentamicin.INT" "Imipenem.symbol" "Imipenem.MIC" "Imipenem.INT" "Kanamycin.symbol" "Kanamycin.MIC" "Kanamycin.INT" "Marbofloxacin.symbol" "Marbofloxacin.MIC" "Marbofloxacin.INT" "Meropenem.symbol" "Meropenem.MIC" "Meropenem.INT" "Minocycline.symbol" "Minocycline.MIC" "Minocycline.INT" "Mupirocin.symbol" "Mupirocin.MIC" "Mupirocin.INT" "Nalidixic.Acid.symbol" "Nalidixic.Acid.MIC" "Nalidixic.Acid.INT" "Neomycin.symbol" "Neomycin.MIC" "Neomycin.INT" "Nitrofurantoin.symbol" "Nitrofurantoin.MIC" "Nitrofurantoin.INT" "Novobiocin.symbol" "Novobiocin.MIC" "Novobiocin.INT" "Orbifloxacin.symbol" "Orbifloxacin.MIC" "Orbifloxacin.INT" "Oxacillin.symbol" "Oxacillin.MIC" "Oxacillin.INT" "Oxacillin...2..NaCl.symbol" "Oxacillin...2..NaCl.MIC" "Oxacillin...2..NaCl.INT" "Oxytetracycline.symbol" "Oxytetracycline.MIC" "Oxytetracycline.INT" "Penicillin.symbol" "Penicillin.MIC" "Penicillin.INT" "Penicillin.G.symbol" "Penicillin.G.MIC" "Penicillin.G.INT" "Piperacillin.symbol" "Piperacillin.MIC" "Piperacillin.INT" "Piperacillin.Tazobactam.symbol" "Piperacillin.Tazobactam.MIC" "Piperacillin.Tazobactam.INT" "Polymyxin.B.symbol" "Polymyxin.B.MIC" "Polymyxin.B.INT" "Pradofloxacin.symbol" "Pradofloxacin.MIC" "Pradofloxacin.INT" "Rifampin.symbol" "Rifampin.MIC" "Rifampin.INT" "Spectinomycin.symbol" "Spectinomycin.MIC" "Spectinomycin.INT" "Streptomycin.symbol" "Streptomycin.MIC" "Streptomycin.INT" "Sulfisoxazole.symbol" "Sulfisoxazole.MIC" "Sulfisoxazole.INT" "Sulfonamides.symbol" "Sulfonamides.MIC" "Sulfonamides.INT" "Sulphadimethoxine.symbol" "Sulphadimethoxine.MIC" "Sulphadimethoxine.INT" "Sulphathiazole.symbol" "Sulphathiazole.MIC" "Sulphathiazole.INT" "Tetracycline.symbol" "Tetracycline.MIC" "Tetracycline.INT" "Tiamulin.symbol" "Tiamulin.MIC" "Tiamulin.INT" "Ticarcillin.symbol" "Ticarcillin.MIC" "Ticarcillin.INT" "Ticarcillin.Clavulanic.Acid.symbol" "Ticarcillin.Clavulanic.Acid.MIC" "Ticarcillin.Clavulanic.Acid.INT" "Tilmicosin.symbol" "Tilmicosin.MIC" "Tilmicosin.INT" "Tobramycin.symbol" "Tobramycin.MIC" "Tobramycin.INT" "Trimethoprim.Sulfamethoxazole.symbol" "Trimethoprim.Sulfamethoxazole.MIC" "Trimethoprim.Sulfamethoxazole.INT" "Tulathromycin.symbol" "Tulathromycin.MIC" "Tulathromycin.INT" "Tylosin.symbol" "Tylosin.MIC" "Tylosin.INT" "Vancomycin.symbol" "Vancomycin.MIC" "Vancomycin.INT" "Cefuroxime.parenteral.INT" "Gamithromycin.INT" "Penicillin..Novobiocin.INT" "Pirlimycin.INT" "Streptomycin.HLAR.INT" "Tildipirosin.INT" "Ampicillin.Sulbactam.INT" "Aztreonam.INT" "Bacitracin.INT" "Beta.Lactamase.INT" "Cefepime.INT" "Ceforanide.INT" "Cefotetan.INT" "Cefuroxime.parenteral..INT" "Colistin.INT" "Extended.spectrum.beta.lactamase.INT" "Flumequine.INT" "Fluoroquinolone.subclass.INT" "Gatifloxacin.INT" "Gentamicin.500.ug.ml.INT" "Inducible.Clindamycin.Resistance.INT" "Levofloxacin.INT" "Lincomycin.INT" "Moxifloxacin.INT" "Ofloxacin.INT" "Ormetoprim..Sulphadimethoxine.INT" "Oxolinic.Acid.INT" "Oxolinic.acid.INT" "Streptomycin.1000.ug.ml.INT" "Sulphadimidine.INT" "Sulphafurazole.INT" "Tylosin..INT" "Virginiamycin.INT" "Strain.y"
"1" "ECOL-17-VL-NY-MS-0016" "GCA_012384335" 1223 "SAMN07709805" 2017 "Mississippi" "Mississippi" 2 "sensititre" "COMPAN2F" "ECOL-17-VL-NY-MS-0016" "Canis lupus familiaris" NA NA NA "ECOL" NA "<=" 4 "SUSC" NA NA NA ">" 1 "NOINTP" ">" 1 "NOINTP" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "=" 2 "SUSC" NA NA NA NA NA NA "=" 0.5 "NOINTP" "<=" 2 "SUSC" "<=" 2 "SUSC" NA NA NA "<=" 0.25 "SUSC" NA NA NA NA NA NA "=" 8 "SUSC" "<=" 4 "SUSC" NA NA NA NA NA NA NA NA NA ">" 4 "NOINTP" NA NA NA "<=" 2 "SUSC" "<=" 0.25 "SUSC" ">" 4 "RESIST" NA NA NA NA NA NA "<=" 1 "SUSC" "<=" 1 "SUSC" NA NA NA "<=" 0.25 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA ">" 4 "NOINTP" NA NA NA ">" 8 "NOINTP" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA ">" 2 "NOINTP" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA ">" 64 "RESIST" "<=" 8 "SUSC" NA NA NA NA NA NA "<=" 0.5 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "ECOL-17-VL-NY-MS-0016"
"2" "ECOL-17-VL-SD-IA-0036" "GCA_012216505" 659 "SAMN08615701" 2017 "Iowa" "Iowa" 3 "Sensititre" "COMPGN1F" "ECOL-17-VL-SD-IA-0036" "Canis lupus familiaris" NA NA NA "ECOL" NA "<=" 4 "SUSC" NA NA NA "=" 8 "RESIST" ">" 8 "RESIST" NA NA NA NA NA NA NA NA NA "=" 8 "SUSC" NA NA NA "=" 4 "INTER" NA NA NA NA NA NA "=" 1 "NOINTP" NA NA NA "<=" 1 "SUSC" "<=" 4 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA "=" 16 "INTER" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "=" 2 "SUSC" "<=" 0.12 "SUSC" NA NA NA NA NA NA NA NA NA "=" 1 "SUSC" "<=" 1 "SUSC" NA NA NA "<=" 0.12 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 1 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 8 "SUSC" NA NA NA "<=" 0.25 "NOINTP" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 4 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 0.5 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "ECOL-17-VL-SD-IA-0036"
"3" "ECOL-17-VL-OH-WA-0039" "GCA_013049245" 1904 NA 2017 "Washington" "Washington" 4 "sensititre" "COMPGN1F" "ECOL-17-VL-OH-WA-0039" "Canis lupus familiaris" NA NA NA "ECOL" NA "<=" 4 "SUSC" NA NA NA "=" 4 "SUSC" "=" 4 "SUSC" NA NA NA NA NA NA NA NA NA "=" 8 "SUSC" NA NA NA "=" 2 "SUSC" NA NA NA NA NA NA "=" 1 "NOINTP" NA NA NA "<=" 1 "SUSC" "<=" 4 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA "=" 8 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "=" 2 "SUSC" "<=" 0.12 "SUSC" NA NA NA NA NA NA NA NA NA "=" 1 "SUSC" "<=" 1 "SUSC" NA NA NA "<=" 0.12 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 1 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 8 "SUSC" NA NA NA "<=" 0.25 "NOINTP" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 4 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 0.5 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "ECOL-17-VL-OH-WA-0039"
"4" "ECOL-17-VL-NY-FL-0001" "GCA_012430985" 275 "SAMN07229837" 2017 "Florida" "Florida" 1 "Sensititre" "COMPGN1F" "ECOL-17-VL-NY-FL-0001" "Canis lupus familiaris" NA NA NA "ECOL" NA "<=" 4 "SUSC" NA NA NA "=" 2 "SUSC" "=" 2 "SUSC" NA NA NA NA NA NA NA NA NA "=" 4 "SUSC" NA NA NA "<=" 1 "SUSC" NA NA NA NA NA NA "=" 0.5 "SUSC" NA NA NA "<=" 1 "SUSC" "<=" 4 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA "=" 4 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "=" 1 "SUSC" "<=" 0.12 "SUSC" NA NA NA NA NA NA NA NA NA "=" 0.5 "SUSC" "<=" 1 "SUSC" NA NA NA "<=" 0.12 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 1 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 8 "SUSC" NA NA NA "<=" 0.25 "NOINTP" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 4 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 0.5 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "ECOL-17-VL-NY-FL-0001"
"5" "ECOL-17-VL-SD-MN-0001" "GCA_013068365" 1136 "SAMN07709822" 2017 "Minnesota" "Minnesota" 2 "sensititre" "COMPGN1F" "ECOL-17-VL-SD-MN-0001" "Canis lupus familiaris" NA NA NA "ECOL" NA "=" 16 "INTER" NA NA NA "=" 4 "SUSC" "=" 4 "SUSC" NA NA NA NA NA NA NA NA NA "=" 4 "SUSC" NA NA NA "<=" 1 "SUSC" NA NA NA NA NA NA "=" 1 "SUSC" NA NA NA "<=" 1 "SUSC" "<=" 4 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA "=" 8 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "=" 8 "INTER" "=" 2 "INTER" NA NA NA NA NA NA NA NA NA "=" 2 "SUSC" "<=" 1 "SUSC" NA NA NA "=" 4 "RESIST" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "=" 4 "INTER" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 8 "SUSC" NA NA NA "<=" 0.25 "NOINTP" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA ">" 16 "RESIST" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 0.5 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "ECOL-17-VL-SD-MN-0001"
"6" "ECOL-17-VL-OH-ON-0003" "GCA_012430285" 1424 "SAMN07410532" 2017 "Canada" "Canada" 1 "Biomic" "KB" "ECOL-17-VL-OH-ON-0003" "Canis lupus familiaris" NA NA NA "ECOL" NA NA NA NA NA NA NA "=" 5.2 "SUSC" ">" 46 "RESIST" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "=" NA "SUSC" ">" 69 "RESIST" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "=" 33 "RESIST" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "=" 0.14 "SUSC" NA NA NA NA NA NA NA NA NA "=" 2.6 "SUSC" NA NA NA NA NA NA "=" NA "RESIST" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<" 0.18 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "=" 1.8 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<" 0.21 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "ECOL-17-VL-OH-ON-0003"
"7" "ECOL-17-VL-OH-WA-0012" "GCA_012430365" 1888 "SAMN07410535" 2017 "Washington" "Washington" 1 "sensititre" "COMPGN1F" "ECOL-17-VL-OH-WA-0012" "Canis lupus familiaris" NA NA NA "ECOL" NA "<=" 4 "SUSC" NA NA NA "=" 4 "SUSC" "=" 4 "SUSC" NA NA NA NA NA NA NA NA NA "=" 8 "RESIST" NA NA NA "=" 2 "SUSC" NA NA NA NA NA NA "=" 1 "NOINTP" NA NA NA "<=" 1 "SUSC" "<=" 4 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA "=" 8 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "=" 2 "SUSC" "=" 1 "INTER" NA NA NA NA NA NA NA NA NA "=" 1 "SUSC" "<=" 1 "SUSC" NA NA NA "=" 1 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "=" 2 "INTER" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 8 "SUSC" NA NA NA "<=" 0.25 "NOINTP" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 4 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 0.5 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "ECOL-17-VL-OH-WA-0012"
"8" "ECOL-17-VL-OH-IN-PU-0014" "GCA_012373795" 471 "SAMN07747820" 2017 "Indiana" "Indiana" 2 "Sensititre" "COMPGN1F" "ECOL-17-VL-OH-IN-PU-0014" "Canis lupus familiaris" NA NA NA "ECOL" NA "<=" 4 "SUSC" NA NA NA "=" 4 "RESIST" "=" 2 "RESIST" NA NA NA NA NA NA NA NA NA "=" 4 "SUSC" NA NA NA "<=" 1 "SUSC" NA NA NA NA NA NA "=" 0.5 "SUSC" NA NA NA "<=" 1 "SUSC" "<=" 4 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA "=" 8 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "=" 1 "SUSC" "<=" 0.12 "SUSC" NA NA NA NA NA NA NA NA NA "=" 0.5 "SUSC" "<=" 1 "SUSC" NA NA NA "<=" 0.12 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 1 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 8 "SUSC" NA NA NA "<=" 0.25 "NOINTP" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 4 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 0.5 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "ECOL-17-VL-OH-IN-PU-0014"
"9" "ECOL-17-VL-NY-MS-0006" "GCA_012431085" 1206 "SAMN07229835" 2017 "Mississippi" "Mississippi" 1 "sensititre" "COMPAN2F" "ECOL-17-VL-NY-MS-0006" "Canis lupus familiaris" NA NA NA "ECOL" NA "<=" 4 "SUSC" NA NA NA ">" 1 "NOINTP" ">" 1 "NOINTP" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 1 "SUSC" NA NA NA NA NA NA "=" 0.5 "NOINTP" "=" 4 "SUSC" "<=" 2 "SUSC" NA NA NA "=" 0.5 "SUSC" NA NA NA NA NA NA "=" 4 "SUSC" "<=" 4 "SUSC" NA NA NA NA NA NA NA NA NA ">" 4 "NOINTP" NA NA NA "<=" 2 "SUSC" "<=" 0.25 "SUSC" ">" 4 "RESIST" NA NA NA NA NA NA "<=" 1 "SUSC" "<=" 1 "SUSC" NA NA NA "<=" 0.25 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA ">" 4 "NOINTP" NA NA NA ">" 8 "NOINTP" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA ">" 2 "NOINTP" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 8 "SUSC" "<=" 8 "SUSC" NA NA NA NA NA NA "<=" 0.5 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "ECOL-17-VL-NY-MS-0006"
"10" "ECOL-17-VL-NY-GA-0007" "GCA_012431045" 60 "SAMN07229836" 2017 "Georgia" "GA-Tifton" 1 "Biomic" "COMPGN1F" "ECOL-17-VL-NY-GA-0007" "Canis lupus familiaris" NA NA NA "ECOL" NA "<=" 4 "SUSC" NA NA NA "=" 4 "SUSC" "=" 2 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 1 "SUSC" NA NA NA NA NA NA "=" 0.5 NA NA NA NA "<=" 1 NA "<=" 4 NA NA NA NA NA NA NA "=" 4 NA NA NA NA "=" 4 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "=" 1 NA "<=" 0.12 NA NA NA NA NA NA NA NA NA NA "=" 1 "SUSC" "<=" 1 "SUSC" NA NA NA "<=" 0.12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 1 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 8 NA NA NA NA "<=" 0.25 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 4 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "<=" 0.5 "SUSC" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "ECOL-17-VL-NY-GA-0007"
